Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Ionad an Bhlascaoid Mhóir - The Blasket Centre,http://blasket.ie,353669000000,-10.4626825,52.1325179,Kerry,Dunquin,Ireland,"Activity Operator,Tracing Your Ancestors,Discovery Point,Museums and Attraction,Natural Landscape,Literary Ireland,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Aultaghreagh Cottage Garden,http://www.aultaghreaghcottagegarden.com,353239000000,-9.083913637,51.77792113,Cork,Dunmanway,Republic of Ireland,"Walking,Gardens,Garden"
Beechdale Plantsplus Garden Centre,http://www.beechdale.ie,353539000000,-6.6880464,52.4607195,Wexford,Enniscorthy,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Daniel O'Connell - Fidelity - O'Connell Monument,http://www.talkingstatuesdublin.ie/statues/fidelity/,,-6.259333434,53.34770323,Dublin,Dublin City,Republic of Ireland,"Public Sculpture,Talking Statue"
Ballybunion Lahardane Walk,http://www.irishtrails.ie/Trail/Ballybunion-Loops---Lahardane-Hill-Walk/608/,+353(0)667121288,-9.653116507,52.50812603,Kerry,Ballybunion,Republic of Ireland,"Walking,Natural Landscape"
Caher Park,https://www.coillte.ie/site/caher-park/,+353(0)5241453,-7.923594282,52.37985108,Tipperary,Cahir,Republic of Ireland,"Fishing,Angling,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park,Nature and Wildlife"
Irish Military War Museum,https://www.irishmilitarywarmuseum.com,353864000000,-6.4805828,53.7625397,Meath,Collon,Ireland,"Museums and Attraction,Cafe,Food and Drink,Activity Operator,Tour"
Saltee Islands,http://www.salteeislands.info/,,-6.588815386,52.17249931,Wexford,Kilmore Quay,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Island,Offshore Island"
Leahy's Open Farm,https://leahysopenfarm.ie/,353838000000,-8.072923129,52.00899811,Cork,Dungourney,Republic of Ireland,"Covid Safety Charter,Restaurant,Climbing,Activity Operator,Visitor Farm,Cafe,Food and Drink"
Ballyheigue Beach ,https://www.blueflag.global/show-site?siteId=6643,353667000000,-9.8345312,52.3873514,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Natural Landscape"
Poulshone Beach,,,-6.224555489,52.61782494,Wexford,Poulshone,Republic of Ireland,Beach
An Chéibh Bheag (Cloghmore Pier),,,-9.9472967,53.880075,Mayo,,Ireland,"Fishing,Angling,Embarkation Point,Boat,Tour"
Garden of Europe,https://www.irishtourist.com/things-to-do/the-garden-of-europe/,3536821004,-9.4753219,52.4443441,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Gardens,Garden,Public Park,Public Sculpture"
St Columba's Church,,,-6.879699,53.72754,Meath,Kells,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Granagh Castle,https://visionsofthepastblog.com/2017/08/09/granagh-castle-kilkenny-ireland,,-7.16274,52.28251,Kilkenny,,Ireland,"Castle,Historic Houses and Castle"
Rathgall Stone Fort,,,-6.663035,52.8022318,Wicklow,,Ireland,"Ruins,Historic Houses and Castle"
Swords Museum  and Fingal Genealogy,http://www.swordsheritage.com,35318400080,-6.2181267,53.4627797,Dublin,Swords,Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction"
Exchange Dublin,https://exchangedublin.ie/,,-6.268322263,53.34454746,Dublin,,Ireland,"Craft,Shopping,Art Gallery,Activity Operator"
Maynooth Ecclesiastical Museum,http://museum.maynoothcollege.ie,353879000000,-6.5981017,53.3786106,Kildare,Maynooth,Ireland,Museums and Attraction
Quin Abbey,https://www.clare.ie/do/quin-abbey/,35391844084,-8.86307,52.8191037,Clare,Quin,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Carlingford Castle,https://carlingfordheritagecentre.com/portfolio/king-johns-castle/,353429000000,-6.1868336,54.0432392,Louth,Carlingford,Ireland,"Castle,Historic Houses and Castle,Ruins"
Powerscourt Waterfall,http://powerscourt.com/waterfall,35312046000,-6.210467,53.1466794,Wicklow,Enniskerry,Ireland,"Walking,Natural Landscape,Fast Food,Food and Drink,Restaurant"
Oileán Chloigeann (Claggan Island),,,-9.9527711,54.173036,Mayo,,Ireland,Discovery Point
Clare Island Yoga Retreat Centre,https://macallafarm.ie/,+353(0)9825412,-9.988141954,53.79245548,Mayo,Clare Island,Republic of Ireland,"Food and Drink,Restaurant,Cooking,Cookery,Learning,Horse Riding,Equestrian,Activity Operator,Fitness and Leisure,Venue,Visitor Farm,Local Produce,Vegetarian"
St. Luke's Church,http://www.liveatstlukes.com/,,-8.457078,51.904255,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
O'Reilly Theatre,http://www.oreillytheatre.com,+353(0)1858 6690,-6.262116,53.35551,Dublin,,Republic of Ireland,"Literary Ireland,Venue,Music,Food Shops,Shopping"
Cois na hAbhann Garden Home and Lifestyle Centre,http://www.coisnahabhann.ie,353539000000,-6.417507,52.620097,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Knockroe Passage Tomb,http://www.megalithicireland.com/Knockroe%20Passage%20Tomb.html,,-7.3995595,52.4319092,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballinastoe and Lower Vartry Reservoir Slí na Sláinte,http://www.irishheart.ie/iopen24/walking-routes-t-8_197_200_208_210.html,,-6.202243035,53.091233,Wicklow,Roundwood,Ireland,"Walking,Natural Landscape"
Garryhill House,https://www.buildingsofireland.ie/buildings-search/building/10301651/garryhill-house-garryhill-county-carlow,353600000000,-6.848067,52.678048,Carlow,Bagenalstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Leixlip Castle,http://intokildare.ie/listing/leixlip-castle,35316244430,-6.4906293,53.3620101,,,Ireland,"Agriculture,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Castle,Gardens,Garden,Tour"
Peter Cox Photography Gallery,http://www.petercox.ie/,353647000000,-9.5085599,52.0586039,Kerry,Killarney,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Arklow Maritime Museum,http://www.arklowmaritimeheritage.ie,353864000000,-6.1493991,52.7985048,Wicklow,Ferrybank,Ireland,Museums and Attraction
Lusk Round Tower,https://www.heritageireland.ie/en/midlands-eastcoast/luskheritagecentre/,+353(0)18331618,-6.167107,53.526025,Dublin,Lusk,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Victor's Way,http://victorsway.eu,35312818505,-6.2197346,53.0860515,Wicklow,,Ireland,"Gardens,Garden"
James Clarence Mangan,http://www.visitdublin.com,+353(0)16057700,-6.259664,53.338458,Dublin,Dublin City,Republic of Ireland,"Public Sculpture,Literary Ireland"
The National 1798 Rebellion Centre,http://www.1798centre.ie,353539000000,-6.5693797,52.4967188,Wexford,Enniscorthy,Ireland,"Covid Safety Charter,Museums and Attraction,Tour"
Garraí Fadó Garden,https://www.facebook.com/Garra%C3%AD-Fad%C3%B3-Garden-Beara-156532801063072,3532774844,-9.955257441,51.68546683,Cork,Eyeries,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Food Shops,Shopping"
Cé Mhachaire Uí Rabhartaigh  (Min Larach Harbour),,,-8.1746006,55.146192,Donegal,,Ireland,Embarkation Point
The Warren Beach,http://www.blueflagireland.org/,+353(0)238833226,-8.998822828,51.56596951,Cork,Rosscarbery,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Inis Mór (Inishmore) Seaport,,,-9.719242279,53.13713245,Galway,Aran Islands,Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Shopping,Shopping Centres and Department Store,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Island,Offshore Island,Local Produce,Food and Drink,Pubs and Bar"
Irish Jewish Museum,http://www.jewishmuseum.ie/,+353(0)14531797,-6.269414,53.330748,Dublin,South Circular Road,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Tour"
The Hooker Brewery,http://www.galwayhooker.ie,353878000000,-8.92873146,53.2693066,Galway,Oranmore,Republic of Ireland,Museums and Attraction
Jenkinstown Wood - Walled Garden Loop,http://www.irishtrails.ie/Trail/Jenkinstown-Wood---Walled-Garden-loop/124/,,-7.289804987,52.73050689,Kilkenny,Jenkinstown,Ireland,"Walking,Gardens,Garden,Natural Landscape"
Cnoc Fola,,,-8.2895011,55.137202,Donegal,,Ireland,Discovery Point
Vanda Art Gallery,http://www.vandaluddy.com,353873000000,-9.052645,53.273518,Galway,,Ireland,"Craft,Shopping,Art Gallery"
The Thomas Fitzgerald Centre,https://www.limerick.ie/discover/eat-see-do/history-heritage/visitor-heritage-centres/thomas-fitzgerald-centre,353852000000,-8.5491367,52.4788934,Limerick,Newtown,Ireland,"Tracing Your Ancestors,Museums and Attraction,Tour"
Molly Malone,http://www.talkingstatuesdublin.ie/statues/molly-malone/,+353(0)16057700,-6.260949959,53.34373992,Dublin,Dublin,Republic of Ireland,"Public Sculpture,Talking Statue"
Inish Beg Island,http://www.inishbeg.com,+353(0)2821745,-9.352918849,51.52125347,Cork,Baltimore,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
O'Gorman's Lane Loop Walk,http://www.irishtrails.ie/Trail/O-Gormans-Lane-/583/,,-7.182288408,52.59235277,Kilkenny,Bennettsbridge,Ireland,"Walking,Natural Landscape"
Newcastle Woods,http://visitlongford.ie/trails/newcastle-woods-walking-trail,353433000000,-7.7261067,53.5621238,Longford,,Ireland,"Walking,Natural Landscape"
Avoca Studio Gallery,https://avocagallery.com/welcome-to-the-avoca-painting-school/,35340235555,-6.2272958,52.8800149,Wicklow,,Ireland,"Craft,Shopping,Art Gallery"
Ross Beach,https://www.blueflag.global/show-site?siteId=6682,35314002202,-9.1982368,54.2327505,Mayo,Killala,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Fethard Folk Farm and Transport Museum,http://fethard.com/attra/Museum.html,3535231516,-7.705323,52.468789,Tipperary,Fethard,Republic of Ireland,"Agriculture,Nature and Wildlife,Cycling,Museums and Attraction,Tour"
The John F. Kennedy Memorial Park,https://www.heritageireland.ie/en/south-east/thejohnfkennedyarboretum//,353469000000,-6.9337067,52.3209882,Wexford,New Ross,Ireland,"Covid Safety Charter,Gardening,Nature and Wildlife,Gardens,Garden"
Inishbiggle - Gubnadoogha Loop Walk,http://www.irishtrails.ie/Trail/Achill-Island---Gubnadoogha-Loop/494/,,-9.908755107,53.99601459,Mayo,Ballycroy,Republic of Ireland,"Walking,Island,Offshore Island"
Heir Island,http://www.heirisland.ie,+353(0)2821489,-9.438843958,51.49624463,Cork,Heir Island,Republic of Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
General Post Office,http://www.anpost.ie/AnPost/History+and+Heritage/History/GPO+Dublin/,+353(0)17057000,-6.260654,53.349333,Dublin,,Republic of Ireland,"Historic Houses and Castle,Cafe,Food and Drink,Food Shops,Shopping"
Ballinesker Beach ,https://www.blueflag.global/show-site?siteId=6627,,-6.357798,52.3994171,Wexford,Curracloe,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Pleasure Cruisers,http://www.pleasurecruisers.ie,353863000000,-7.927676154,53.83131319,Leitrim,Roosky,Republic of Ireland,"Cruising,Activity Operator,River,Discovery Point,Boat,Tour"
Carlow Courthouse,http://www.igp-web.com/Carlow/courthouse.htm,,-6.931212085,52.83821114,Carlow,,Republic of Ireland,"Castle,Historic Houses and Castle"
Top of the Rock Viewing Platform Trail,https://facebook.com/rockviewingplatform,+353(0)872989250,-10.25257468,51.96038621,Kerry,Cahersiveen,Ireland,"Photography,Learning,Walking,Natural Landscape"
Foust Gallery,http://www.sarafoustartist.com,353863000000,-9.293533,52.9398625,Clare,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Sandycove Beach,,,-6.116029992,53.28760763,Dublin,Sandycove,Ireland,Beach
Stillgarden Distillery,https://stillgardendistillery.com,35315572777,-6.3239661,53.336205,Dublin,Inchicore,Ireland,"Learning,Activity Operator,Museums and Attraction,Tour"
Kilcock Art Gallery,https://kilcockartgallery.ie/,35316287619,-6.6682154,53.3998824,Kildare,,Ireland,"Craft,Shopping,Art Gallery"
Science Gallery Dublin,https://dublin.sciencegallery.com,35318964091,-6.255503181,53.34386166,Dublin,,Ireland,"Covid Safety Charter,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Cloyne Round Tower,http://cloyne.ie/about/round-tower,353215000000,-8.1202974,51.8620116,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Balrath Wood,,+353(0)18358022,-6.952315923,53.70557053,Meath,Balrath,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,National Park,National and Forest Park,Public Park,Nature and Wildlife"
UCC Visitors' Centre,https://www.ucc.ie/en/discover/visit/centre,353215000000,-8.491547,51.892774,Cork,,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Rush Beach,,,-6.085017801,53.52901043,,,,Beach
Mullaghroe Beach,https://www.blueflag.global/show-site?siteId=6679,35314002202,-10.07506985,54.1409313,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Beach"
Stradbally Hall and Demesne,https://www.stradballyhall.ie/history,353868000000,-7.155546,53.0106018,Laois,Stradbally,Ireland,"Fishing,Angling,Photography,Learning,Activity Operator,Historic Houses and Castle,Venue,Music,Tour"
Fruitlawn Garden,http://www.arthurshackleton.com/fruitlawn.htm,353579000000,-7.400687,52.906624,Laois,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Tour"
Howth Writing Workshops,https://www.laraobrien.com,353853000000,-6.066913,53.3871806,Dublin,Howth,Republic of Ireland,"Learning,Activity Operator,Literary Ireland"
Christ Church Castlebar,http://www.tuam.anglican.org/aughaval-westport/castlebar-christ-church,,-9.299977,53.854419,Mayo,Castlebar,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Heywood Gardens,http://www.heritageireland.ie/en/midlands-eastcoast/heywoodgardens/,353579000000,-7.3005142,52.884145,Laois,Ballinakill,Ireland,"Gardening,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Gardens,Garden,Natural Landscape"
Skryne Church,https://www.skryneandrathfeighparish.ie/,3530470000000,-6.5631088,53.5859852,Meath,Skreen,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Rattoo Round Tower,https://www.gokerry.ie/rattoo-round-tower/,,-9.650194,52.4426651,Kerry,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
George Salmon,http://www.talkingstatuesdublin.ie/statues/george-salmon/,,-6.25735238,53.34455452,Dublin,,Ireland,"Public Sculpture,Talking Statue,Tour"
Camp Beach,,+353(0)667121288,-9.922619032,52.22567895,Kerry,Camp,Republic of Ireland,Beach
Liss Ard Gardens,https://lissardestate.ie/,3532840000,-9.25326172,51.53755547,Cork,Skibbereen,Republic of Ireland,"Walking,Gardens,Garden"
Ulster Canal Stores,http://www.ulstercanalstoresvisitorcentre.ie,3534752125,-7.236207,54.175851,Monaghan,Clones,Ireland,"Covid Safety Charter,Craft,Shopping,Photography,Learning,Historic Houses and Castle,Cafe,Food and Drink,Tour"
Ballynahow Castle,http://irishantiquities.bravehost.com/tipperary/ballynahow/ballynahow.html,,-7.8785802,52.6930716,Tipperary,,Ireland,"Castle,Historic Houses and Castle"
Carrowtemple,http://www.earlychristianireland.net/Counties/sligo/carrowtemple,353719000000,-8.517817239,53.98433101,Sligo,Gurteen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Inishbiggle - Bull's Mouth Loop Walk,http://www.irishtrails.ie/Trail/Achill-Island---Bull-s-Mouth-Loop/495/,,-9.900782034,53.99511637,Mayo,,Republic of Ireland,"Walking,Island,Offshore Island"
Whiskey Island - Dublin Distillery Trail,https://www.whiskeyisland.ie/dublin-distillery-trail/,35316877747,-6.2595459,53.3442059,Dublin,Dublin,Ireland,"Activity Operator,Museums and Attraction"
Redwood Castle,http://www.redwoodcastleireland.com,353949000000,-8.10585,53.138996,Tipperary,Lorrha,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
St. Moling's Trail - Driving Route,http://carlowtourism.com/,+353(0)599131554,-6.927646676,52.6008546,Carlow,,Ireland,"Activity Operator,Church Abbey,Monastery,Churches,Abbeys and Monastery,Historic Houses and Castle,Museums and Attraction,Ruins,Tour"
Clogher Castle,https://www.cloghancastle.ie,353719000000,-8.51182,53.9373,Sligo,Monasteraden,Republic of Ireland,"Castle,Historic Houses and Castle"
St John's Cathedral Sligo,http://www.sligocathedral.elphin.anglican.org,353719000000,-8.478143,54.270235,Sligo,Sligo Town,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballybunion South Beach ,https://www.blueflag.global/show-site?siteId=6642,353667000000,-9.684991112,52.49085217,Kerry,Ballybunion,Republic of Ireland,"Bird Watching,Nature and Wildlife,Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Natural Landscape,Sports Venues"
Roonagh Pier,,+353(0)9825711,-9.9038798,53.761692,Mayo,Louisburgh,Ireland,Embarkation Point
Ballybeg Augustinian Priory,https://buttevantheritage.ie/poi/ballybeg-priory/,,-8.6698297,52.2195337,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Genealogy Service National Library of Ireland,https://www.nli.ie/en/intro/family-history-introduction.aspx,35316030200,-6.25509,53.340139,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Monicknew Trails,http://www.irishtrails.ie/Trail/Monicknew---Valley-Walk/256/,,-7.546328954,53.07598412,Laois,Clonaslee,Ireland,"Walking,Natural Landscape"
Railway Preservation Society Of Ireland,http://www.steamtrainsireland.com,+353(0)14800553,-6.152749,53.282627,Dublin,,Republic of Ireland,"Transport,Activity Operator,Museums and Attraction,Coach,Road"
Maynooth Castle,https://www.heritageireland.ie/en/midlands-eastcoast/maynoothcastle,35316286744,-6.5943469,53.3808581,Kildare,Maynooth,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Museums and Attraction,Ruins,Literary Ireland,Venue,Music,Tour"
Knockreer House And Gardens,https://www.killarneynationalpark.ie/,353647000000,-9.5242233,52.0592664,Kerry,Killarney,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Learning,Photography,Walking,Gardens,Garden,National Park,National and Forest Park,Natural Landscape,Public Park"
Trinitarian Monastery,http://www.adareparish.ie,35361396172,-8.788871,52.564855,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kells High Crosses,http://www.megalithicireland.com,35318358022,-6.879369,53.727585,Meath,Kells,Republic of Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Lough Hyne,,,-9.3035692,51.506063,Cork,Skibbereen,Ireland,Discovery Point
Meeting Place,http://www.talkingstatuesdublin.ie/statues/meeting-place/,,-6.26328888,53.3467344,Dublin,,Ireland,"Public Sculpture,Talking Statue"
Gallarus Oratory Visitor Centre,http://www.heritageireland.ie/en/south-west/gallarusoratory,353669000000,-10.349411,52.172722,Kerry,Gallarus,Republic of Ireland,"Covid Safety Charter,Museums and Attraction"
Macalla Farm,https://macallafarm.ie,353873000000,-9.9754118,53.816232,Mayo,,Ireland,"Food and Drink,Restaurant,Learning,Activity Operator,Island,Offshore Island,Artisan,Local Produce,Vegan,Vegetarian"
Inis Bó Finne (Inishbofin Island) - Galway,,,-10.212838,53.614235,Galway,,Ireland,Discovery Point
Doolin Pier,,,-9.4045007,53.015342,Clare,Doolin,Ireland,Embarkation Point
Sligo County Library,https://sligolibrary.ie/,353719000000,-8.472651,54.2727356,Sligo,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland,Activity Operator"
Castlelyons Dominican Friary,http://irishantiquities.bravehost.com/cork/castlelyons/castlelyons.html,,-8.2335,52.089393,Cork,Castlelyons,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Seefin Viewpoint,,,-9.710927,51.595522,Cork,Kilcrohane,Ireland,Discovery Point
Joan Clancy Art Gallery,https://www.joanclancygallery.com/,3535846205,-7.597627767,52.05715185,Waterford,Ring,Republic of Ireland,"Craft,Shopping,Art Gallery"
Minard Castle,http://www.megalithicireland.com/Minard%20Castle.html,,-10.1104518,52.1260249,Kerry,Kilmurry,Ireland,"Castle,Historic Houses and Castle"
Sean Burns Gallery,http://www.seanburnsdesign.blogspot.com,+353(0)949372626,-8.996791,53.712736,Mayo,Claremorris,Ireland,"Craft,Shopping,Art Gallery"
Díseart,http://www.diseart.ie,353669000000,-10.270519,52.1418479,Kerry,Dingle,Ireland,"Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
Ballymurrin Quaker Farmstead,http://www.ballymurrinquakerfarmstead.eu,35340448206,-6.1066529,52.9341601,Wicklow,,Ireland,"Agriculture,Nature and Wildlife,Historic Houses and Castle,Museums and Attraction"
Carne Beach,https://www.blueflag.global/show-site?siteId=17013,,-6.3525038,52.1983741,Wexford,Carna,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Steam Museum,http://www.irishsteam.ie,353579000000,-7.143382052,53.01237283,Laois,Stradbally,Republic of Ireland,"Photography,Learning,Museums and Attraction"
The Emigrant Trail,http://www.heritageisland.com/attractions/kennedy-homestead-and-emigrant-trail,35351388264,-6.947598722,52.39361615,Wexford,New Ross,Ireland,Museums and Attraction
James Joyce House of the Dead,http://www.jamesjoycehouse.ie,,-6.282819,53.34629,Dublin,Dublin City Centre,Republic of Ireland,"Historic Houses and Castle,Literary Ireland"
The Trinity Tree Dingle,,,-10.271003,52.141565,Kerry,Dingle,Republic of Ireland,Public Sculpture
St Josephs Church Carrickmacross,http://www.stjosephscarrickmacross.ie,353430000000,-6.715462,53.976936,Monaghan,Carrickmacross,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Shannon Dolphin and Wildlife Centre,http://www.shannondolphins.ie,353659000000,-9.4969951,52.6350948,Clare,Kilrush,Ireland,"Learning,Museums and Attraction"
Seamus Heaney: Listen Now Again,https://www.nli.ie/en/udlist/current-exhibitions.aspx?article=0ebd1d65-6087-4f38-a2a0-467de598b745,,-6.2594127,53.3450832,Dublin,Dublin City,Republic of Ireland,"Learning,Museums and Attraction,Literary Ireland"
Annaloughan Loop,http://www.irishtrails.ie/Trail/Annaloughan-loop/488/,+353(0)429352111,-6.186023506,54.03790008,Louth,Jenkinstown,Republic of Ireland,"Walking,Natural Landscape"
The Sensory Gardens,,+353(0)578731325,-7.346580271,52.91530961,Laois,Abbeyleix,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Keel Uphill Downhill Loop,http://irishtrails.ie/Trail/Keel-Uphill-Downhill-Loop-Walk/666/,,-9.756397046,52.17636808,Kerry,Castlemaine,Ireland,"Walking,Natural Landscape"
Killeshin Romanesque Doorway,,353599000000,-6.997807671,52.84793949,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballymalis Castle,https://www.inspirock.com/ireland/killarney/ballymalis-castle-a58204201,353647000000,-9.6924377,52.0845424,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Derreen Gardens,http://www.derreengarden.com,353647000000,-9.7770789,51.7662402,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Gardens,Garden,Cafe,Food and Drink"
Howth Castle Cookery School,https://howthcastlecookeryschool.ie/,+353(0)18396182,-6.079401,53.386105,Dublin,Howth,Republic of Ireland,"Cooking,Cookery,Learning,Activity Operator,Castle,Historic Houses and Castle,Local Produce,Food and Drink,Restaurant"
Market House Design,https://www.craftinireland.com/events/details/market-house-design,353949000000,-6.2948238,52.6756109,Wexford,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Tombrick Garden,https://www.discoverireland.ie/Arts-Culture-Heritage/tombrick-garden/76568,353539000000,-6.569058713,52.5809255,Wexford,Ballycarney,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Grange Loops - Rooskey Loop,http://www.irishtrails.ie/trails.aspx?c=Louth,,-6.188670914,54.04287039,Louth,Grange,Ireland,"Walking,Natural Landscape"
Architectural History Ireland,https://www.riai.ie/discover-architecture/architecture-tours,+353(0)16761703 ,-6.2473358,53.3399625,Dublin,,Ireland,"Walking,Activity Operator,Historic Houses and Castle,Tour"
Coleman Irish Music Centre - Ceoláras Coleman,http://www.colemanirishmusic.com,+353(0)719182599,-8.522950374,53.99621266,Sligo,Gurteen,Republic of Ireland,"Covid Safety Charter,Museums and Attraction,Shopping,Traditionally Irish,Venue,Music,Food Shops"
Oldbawn (Newtown) Beach,,,-6.2006641,52.5530469,,,Ireland,Beach
Rinn Duin - Warren Point Loop,https://www.sportireland.ie/outdoors/walking/trails/rinn-duin-warren-point-loop?county=53&grade=402&length=All#list,353907000000,-7.996944291,53.54103449,Roscommon,,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Ruins"
Dunree Head,,,-7.5532803,55.196704,Donegal,Buncrana,Ireland,Discovery Point
Long Island Discovery Points,,,-9.5685117,51.4921855,Cork,Long Island,Ireland,Discovery Point
St. Mary's Pro Cathedral,http://www.procathedral.ie,+353(0)18745441,-6.258885,53.351138,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music,Food Shops,Shopping"
Famine Warhouse 1848,http://heritageireland.ie/visit/places-to-visit/famine-warhouse-1848/,353879000000,-7.5222099,52.6193986,Tipperary,Ballingarry,Ireland,"Historic Houses and Castle,Museums and Attraction"
Kerr's Bookshop,http://www.kerrsbookshop.ie,353239000000,-8.8869602,51.6232219,Cork,Clonakilty,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Food Shops"
Rare and Recent Books,https://www.rareandrecent.com/,353852000000,-9.286348,53.5413688,Mayo,,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Food Shops"
Portmarnock Beach,http://blueflagireland.org/velvet-strand-portmarnock-co-dublin/beach-description.654.html,,-6.123452332,53.42560582,Dublin,Portmarnock,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
St. Fethlimidh’s Cathedral,https://kilmorecathedralcavan.wordpress.com/,353494000000,-7.414743377,53.97973685,Cavan,Kilmore,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Annestown Beach ,,35351875823,-7.2727997,52.1391984,,,Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Culleton’s Gap Beach ,,,-6.365338225,52.3718065,Wexford,Curracloe,Ireland,Beach
Clahane,,,-9.423185,52.9326516,Clare,Liscannor,Ireland,Discovery Point
